酒店名称,酒店价格,酒店地址,酒店位置,酒店简介,酒店评价,酒店评分,酒店评论数,酒店标签,酒店图片
江口贵居瑞森大酒店(梵净山公园店),138,九龙路梵景铭苑西北侧160米,江口 · 江口县城,梵韵 I 特价双床房（叠嶂山景+安心睡眠）,棒,4.8,547,服务热情，停车方便，房间干净整洁,https://dimg04.c-ctrip.com/images/1mc2x12000cya900v404D_R_600_600_R5_D.jpg_.webp
壹柏·悦美酒店(安顺顾府街南马广场店),138,西航路40号,安顺 · 安顺古城历史文化街区/顾府街,安睡城景双床房（全屋声控+电动遮光窗帘+投屏电视）,很好,4.7,"2,226",早餐丰富，床垫舒适，干净卫生,https://dimg04.c-ctrip.com/images/1mc2312000ifzrl7h801C_R_600_600_R5_D.jpg_.webp
久龙壹品酒店(铜仁古城店),172,天都锦绣天地1期21栋1层商铺,铜仁 · 市中心,智能-商务大床房【智能客控+乳胶床垫+轻奢床品+深睡记忆枕】,棒,4.8,816,古城旁全智能酒店，享24h管家服务,https://dimg04.c-ctrip.com/images/1mc3y12000dzam0nw2581_R_600_600_R5_D.jpg_.webp
遵义帝景酒店(遵义会址店),298,中华北路6号,遵义 · 遵义会议会址,高级大床房,棒,4.8,"5,601",打卡遵哈顿地标，俯瞰全城景色,https://dimg04.c-ctrip.com/images/02046120009ehf9vs8B03_R_600_600_R5_D.jpg_.webp
湘约小七孔酒店(荔波小七孔景区东门店),278,瑶山瑶族乡高桥村梦柳布依风情小镇13栋1-2单元,荔波 · 小七孔东门/大七孔,眺山景·高级大床房&智能马桶,棒,4.8,970,小七孔东门推窗享360°山景,https://dimg04.c-ctrip.com/images/0206u12000bc2vt839EBF_R_600_600_R5_D.jpg_.webp
贵阳彼岸旅行酒店(龙洞堡国际机场店),65,二福路双龙御景新城4号楼1层,贵阳 · 龙洞堡机场,彼岸旅行小单间(小巧明亮),不错,4.5,"2,377",接送机服务很满意，性价比高,https://dimg04.c-ctrip.com/images/200813000000veiv0193B_R_600_600_R5_D.jpg_.webp
遵义凤凰大酒店(国贸购物中心店),347,上海路凤岭庄园旁,遵义 · 遵义会议会址,Smile·城景双床房,棒,4.8,"5,782",尊享宵夜，洗衣，洗车暖心服务,https://dimg04.c-ctrip.com/images/02059120009ortc7u273D_R_600_600_R5_D.jpg_.webp
仁怀戴斯酒店,388,盐津街道国酒新城大道西侧B8-1,仁怀 · 仁怀市政府/超一时代广场,商务大床房,棒,4.8,"1,644",元气早餐 海鲜自助 天空酒吧,https://dimg04.c-ctrip.com/images/0201r120009mg68uc120C_R_600_600_R5_D.jpg_.webp
夕宿•莱晨轻奢观景精选酒店(贵阳北站北大资源梦想城店),117,阳关大道北大梦想资源城3号地块A03栋12楼,贵阳 · 贵阳北站,拾光·好梦轻奢Mini大床房「舒睡空间+干湿分离+手机投屏+落地窗+一次性马桶垫」,棒,4.8,"2,351",服务很不错，离北站近，方便出游,https://dimg04.c-ctrip.com/images/1mc4u12000ism9ahs48BB_R_600_600_R5_D.jpg_.webp
黄果树黔逸游·轻享酒店,168,迎宾大道黄果树派出所东南450米,镇宁 · 黄果树,樱落·双床房【智能客控•记忆枕】,超棒,5.0,9,环境优雅，装修精致,https://dimg04.c-ctrip.com/images/1mc2f12000kx7n7de4A82_R_600_600_R5_D.jpg_.webp
暮野山川宿(小七孔景区东门售票大厅店),339,瑶山乡高桥村梦柳布依风情小镇46号楼二单元,荔波 · 小七孔东门/大七孔,晨曦丨榻榻米大床房+小度智能语音+LED紫外线杀菌除螨,超棒,5.0,8,,https://dimg04.c-ctrip.com/images/1mc5812000ky6x3zr7639_R_600_600_R5_D.jpg_.webp
桔子酒店(安顺黄果树景区龙宫路店),285,黄果树旅游区新城徐霞客路与龙宫路交叉路口,镇宁 · 黄果树,大床房（小冰箱+65寸电视投屏）,棒,4.8,281,停车方便快捷，设施设备齐全完善,https://dimg04.c-ctrip.com/images/0202412000hi4zwgm26FF_R_600_600_R5_D.jpg_.webp
贵州文旅嘉途酒店,262,北京东路16号,凯里 · 市区,豪华双床房,很好,4.7,"1,705",苗侗特色宴，近西江苗寨·村T·村超,https://dimg04.c-ctrip.com/images/1mc5u12000di16mbnC540_R_600_600_R5_D.jpg_.webp
都匀星月湾酒店,265,文峰街道云鹤路46号蓝波湾购物广场2栋1层,都匀 · 都匀市区,商务双床房,好,4.6,"1,653",落地窗外风景非常漂亮,https://dimg04.c-ctrip.com/images/1mc6z12000gizuhs385CA_R_600_600_R5_D.jpg_.webp
村上见全景民宿(西江一号风雨桥店),288,平寨村西江千户苗寨一号风雨桥东南100米,雷山,雅居·迷你双床房,棒,4.8,5,,https://dimg04.c-ctrip.com/images/0203012000kvjiersED41_R_600_600_R5_D.jpg_.webp
黄果树富丽达酒店,155,黄果树格凸河路1号,镇宁 · 黄果树,北欧风特价迷你大床房,很好,4.7,"4,167",位置很方便，早餐非常丰富和美味,https://dimg04.c-ctrip.com/images/0200x1200083c25cu6AB1_R_600_600_R5_D.jpg_.webp
TOWO上品国际酒店(贵阳世纪城购物中心店),224,北京西路518号,贵阳 · 世纪城/地质博物馆,舒适双床房,很好,4.7,"3,216",早餐丰富好吃，一次特别满意的入住,https://dimg04.c-ctrip.com/images/0206t12000gk6ol2l63E8_R_600_600_R5_D.jpg_.webp
半山酒店(安顺黄果树大街好吃街店),263,黄果树大街中段桂龙国际,安顺 · 安顺古城历史文化街区/顾府街,山景双床房,很好,4.7,"4,648",观城市景观，品悠闲下午茶和暖心夜宵,https://dimg04.c-ctrip.com/images/200614000000wrhv23ACA_R_600_600_R5_D.jpg_.webp
黄果树沐澜·HOTEL酒店,200,黄果树镇黄果树旅游区博园路与迎宾大道交汇处东北约300米,镇宁 · 黄果树,月涧·零压双床房,超棒,4.9,44,全景落地窗，观山景览喀斯特地貌。,https://dimg04.c-ctrip.com/images/1mc5x12000kjbqgib17E9_R_600_600_R5_D.jpg_.webp
PEARLMESSI·铂迩美思酒店(遵义会址捞沙巷店),210,民主路老城新街A3栋,遵义 · 遵义会议会址,彩蛋大床房,棒,4.8,655,私享露天花园，欣赏会址夜景,https://dimg04.c-ctrip.com/images/0205v12000fhod896A271_R_600_600_R5_D.jpg_.webp
江口贵居瑞森大酒店(梵净山公园店),138,九龙路梵景铭苑西北侧160米,江口 · 江口县城,梵韵 I 特价双床房（叠嶂山景+安心睡眠）,棒,4.8,547,服务热情，停车方便，房间干净整洁,https://dimg04.c-ctrip.com/images/1mc2x12000cya900v404D_R_600_600_R5_D.jpg_.webp
久龙壹品酒店(铜仁古城店),172,天都锦绣天地1期21栋1层商铺,铜仁 · 市中心,智能-商务大床房【智能客控+乳胶床垫+轻奢床品+深睡记忆枕】,棒,4.8,816,古城旁全智能酒店，享24h管家服务,https://dimg04.c-ctrip.com/images/1mc3y12000dzam0nw2581_R_600_600_R5_D.jpg_.webp
遵义帝景酒店(遵义会址店),298,中华北路6号,遵义 · 遵义会议会址,高级大床房,棒,4.8,"5,601",打卡遵哈顿地标，俯瞰全城景色,https://dimg04.c-ctrip.com/images/02046120009ehf9vs8B03_R_600_600_R5_D.jpg_.webp
湘约小七孔酒店(荔波小七孔景区东门店),278,瑶山瑶族乡高桥村梦柳布依风情小镇13栋1-2单元,荔波 · 小七孔东门/大七孔,眺山景·高级大床房&智能马桶,棒,4.8,970,小七孔东门推窗享360°山景,https://dimg04.c-ctrip.com/images/0206u12000bc2vt839EBF_R_600_600_R5_D.jpg_.webp
壹柏·悦美酒店(安顺顾府街南马广场店),138,西航路40号,安顺 · 安顺古城历史文化街区/顾府街,安睡城景双床房（全屋声控+电动遮光窗帘+投屏电视）,很好,4.7,"2,226",早餐丰富，床垫舒适，干净卫生,https://dimg04.c-ctrip.com/images/1mc2312000ifzrl7h801C_R_600_600_R5_D.jpg_.webp
贵阳彼岸旅行酒店(龙洞堡国际机场店),65,二福路双龙御景新城4号楼1层,贵阳 · 龙洞堡机场,彼岸旅行小单间(小巧明亮),不错,4.5,"2,377",接送机服务很满意，性价比高,https://dimg04.c-ctrip.com/images/200813000000veiv0193B_R_600_600_R5_D.jpg_.webp
遵义凤凰大酒店(国贸购物中心店),347,上海路凤岭庄园旁,遵义 · 遵义会议会址,Smile·城景双床房,棒,4.8,"5,782",尊享宵夜，洗衣，洗车暖心服务,https://dimg04.c-ctrip.com/images/02059120009ortc7u273D_R_600_600_R5_D.jpg_.webp
仁怀戴斯酒店,388,盐津街道国酒新城大道西侧B8-1,仁怀 · 仁怀市政府/超一时代广场,商务大床房,棒,4.8,"1,644",元气早餐 海鲜自助 天空酒吧,https://dimg04.c-ctrip.com/images/0201r120009mg68uc120C_R_600_600_R5_D.jpg_.webp
夕宿•莱晨轻奢观景精选酒店(贵阳北站北大资源梦想城店),117,阳关大道北大梦想资源城3号地块A03栋12楼,贵阳 · 贵阳北站,拾光·好梦轻奢Mini大床房「舒睡空间+干湿分离+手机投屏+落地窗+一次性马桶垫」,棒,4.8,"2,351",服务很不错，离北站近，方便出游,https://dimg04.c-ctrip.com/images/1mc4u12000ism9ahs48BB_R_600_600_R5_D.jpg_.webp
黄果树黔逸游·轻享酒店,168,迎宾大道黄果树派出所东南450米,镇宁 · 黄果树,樱落·双床房【智能客控•记忆枕】,超棒,5.0,9,环境优雅，装修精致,https://dimg04.c-ctrip.com/images/1mc2f12000kx7n7de4A82_R_600_600_R5_D.jpg_.webp
桔子酒店(安顺黄果树景区龙宫路店),285,黄果树旅游区新城徐霞客路与龙宫路交叉路口,镇宁 · 黄果树,大床房（小冰箱+65寸电视投屏）,棒,4.8,281,停车方便快捷，设施设备齐全完善,https://dimg04.c-ctrip.com/images/0202412000hi4zwgm26FF_R_600_600_R5_D.jpg_.webp
贵州文旅嘉途酒店,262,北京东路16号,凯里 · 市区,豪华双床房,很好,4.7,"1,705",苗侗特色宴，近西江苗寨·村T·村超,https://dimg04.c-ctrip.com/images/1mc5u12000di16mbnC540_R_600_600_R5_D.jpg_.webp
都匀星月湾酒店,265,文峰街道云鹤路46号蓝波湾购物广场2栋1层,都匀 · 都匀市区,商务双床房,好,4.6,"1,653",落地窗外风景非常漂亮,https://dimg04.c-ctrip.com/images/1mc6z12000gizuhs385CA_R_600_600_R5_D.jpg_.webp
贵阳禾润馨酒店,61,阳关大道北大资源梦想城6号地块一号楼8楼,贵阳 · 贵阳北站,筑·Mini精致房（一次性面巾+高速独立wifi+独立卫浴）,好,4.6,"2,590",环境舒适，空调给力，床垫舒服,https://dimg04.c-ctrip.com/images/0201i1200095ypunf2D0F_R_600_600_R5_D.jpg_.webp
半山酒店(安顺黄果树大街好吃街店),263,黄果树大街中段桂龙国际,安顺 · 安顺古城历史文化街区/顾府街,山景双床房,很好,4.7,"4,648",观城市景观，品悠闲下午茶和暖心夜宵,https://dimg04.c-ctrip.com/images/200614000000wrhv23ACA_R_600_600_R5_D.jpg_.webp
黄果树富丽达酒店,155,黄果树格凸河路1号,镇宁 · 黄果树,北欧风特价迷你大床房,很好,4.7,"4,167",位置很方便，早餐非常丰富和美味,https://dimg04.c-ctrip.com/images/0200x1200083c25cu6AB1_R_600_600_R5_D.jpg_.webp
村上见全景民宿(西江一号风雨桥店),288,平寨村西江千户苗寨一号风雨桥东南100米,雷山,雅居·迷你双床房,棒,4.8,5,,https://dimg04.c-ctrip.com/images/0203012000kvjiersED41_R_600_600_R5_D.jpg_.webp
PEARLMESSI·铂迩美思酒店(遵义会址捞沙巷店),210,民主路老城新街A3栋,遵义 · 遵义会议会址,彩蛋大床房,棒,4.8,655,私享露天花园，欣赏会址夜景,https://dimg04.c-ctrip.com/images/0205v12000fhod896A271_R_600_600_R5_D.jpg_.webp
江口贵居瑞森大酒店(梵净山公园店),138,九龙路梵景铭苑西北侧160米,江口 · 江口县城,梵韵 I 特价双床房（叠嶂山景+安心睡眠）,棒,4.8,547,服务热情，停车方便，房间干净整洁,https://dimg04.c-ctrip.com/images/1mc2x12000cya900v404D_R_600_600_R5_D.jpg_.webp
暮野山川宿(小七孔景区东门售票大厅店),339,瑶山乡高桥村梦柳布依风情小镇46号楼二单元,荔波 · 小七孔东门/大七孔,晨曦丨榻榻米大床房+小度智能语音+LED紫外线杀菌除螨,超棒,5.0,8,,https://dimg04.c-ctrip.com/images/1mc5812000ky6x3zr7639_R_600_600_R5_D.jpg_.webp
TOWO上品国际酒店(贵阳世纪城购物中心店),224,北京西路518号,贵阳 · 世纪城/地质博物馆,舒适双床房,很好,4.7,"3,216",早餐丰富好吃，一次特别满意的入住,https://dimg04.c-ctrip.com/images/0206t12000gk6ol2l63E8_R_600_600_R5_D.jpg_.webp
壹柏·悦美酒店(安顺顾府街南马广场店),138,西航路40号,安顺 · 安顺古城历史文化街区/顾府街,安睡城景双床房（全屋声控+电动遮光窗帘+投屏电视）,很好,4.7,"2,226",早餐丰富，床垫舒适，干净卫生,https://dimg04.c-ctrip.com/images/1mc2312000ifzrl7h801C_R_600_600_R5_D.jpg_.webp
仁怀戴斯酒店,388,盐津街道国酒新城大道西侧B8-1,仁怀 · 仁怀市政府/超一时代广场,商务大床房,棒,4.8,"1,644",元气早餐 海鲜自助 天空酒吧,https://dimg04.c-ctrip.com/images/0201r120009mg68uc120C_R_600_600_R5_D.jpg_.webp
黄果树沐澜·HOTEL酒店,200,黄果树镇黄果树旅游区博园路与迎宾大道交汇处东北约300米,镇宁 · 黄果树,月涧·零压双床房,超棒,4.9,44,全景落地窗，观山景览喀斯特地貌。,https://dimg04.c-ctrip.com/images/1mc5x12000kjbqgib17E9_R_600_600_R5_D.jpg_.webp
久龙壹品酒店(铜仁古城店),172,天都锦绣天地1期21栋1层商铺,铜仁 · 市中心,智能-商务大床房【智能客控+乳胶床垫+轻奢床品+深睡记忆枕】,棒,4.8,816,古城旁全智能酒店，享24h管家服务,https://dimg04.c-ctrip.com/images/1mc3y12000dzam0nw2581_R_600_600_R5_D.jpg_.webp
遵义帝景酒店(遵义会址店),298,中华北路6号,遵义 · 遵义会议会址,高级大床房,棒,4.8,"5,601",打卡遵哈顿地标，俯瞰全城景色,https://dimg04.c-ctrip.com/images/02046120009ehf9vs8B03_R_600_600_R5_D.jpg_.webp
遵义凤凰大酒店(国贸购物中心店),347,上海路凤岭庄园旁,遵义 · 遵义会议会址,Smile·城景双床房,棒,4.8,"5,782",尊享宵夜，洗衣，洗车暖心服务,https://dimg04.c-ctrip.com/images/02059120009ortc7u273D_R_600_600_R5_D.jpg_.webp
安顺万绿城铂瑞兹酒店,318,凤缘路2号,安顺 · 安顺古城历史文化街区/顾府街,铂雅双床房,好,4.6,"1,558",全景落地窗，俯瞰黔中美景,https://dimg04.c-ctrip.com/images/1mc6212000crdpsrz74FC_R_600_600_R5_D.jpg_.webp
贵阳顾奈城市轻奢酒店(观山湖会展城金融城店),243,金融城E区派公寓D座13楼,贵阳 · 会展城,顾享·城景大床房『智能客控+零压深睡』,棒,4.8,"6,619",早午餐至12点 畅享现磨星巴克咖啡,https://dimg04.c-ctrip.com/images/1mc3012000j5jl6tnA0EB_R_600_600_R5_D.jpg_.webp
黄果树黔逸游·轻享酒店,168,迎宾大道黄果树派出所东南450米,镇宁 · 黄果树,樱落·双床房【智能客控•记忆枕】,超棒,5.0,9,环境优雅，装修精致,https://dimg04.c-ctrip.com/images/1mc2f12000kx7n7de4A82_R_600_600_R5_D.jpg_.webp
贵州文旅嘉途酒店,262,北京东路16号,凯里 · 市区,豪华双床房,很好,4.7,"1,705",苗侗特色宴，近西江苗寨·村T·村超,https://dimg04.c-ctrip.com/images/1mc5u12000di16mbnC540_R_600_600_R5_D.jpg_.webp
都匀星月湾酒店,265,文峰街道云鹤路46号蓝波湾购物广场2栋1层,都匀 · 都匀市区,商务双床房,好,4.6,"1,653",落地窗外风景非常漂亮,https://dimg04.c-ctrip.com/images/1mc6z12000gizuhs385CA_R_600_600_R5_D.jpg_.webp
贵阳禾润馨酒店,61,阳关大道北大资源梦想城6号地块一号楼8楼,贵阳 · 贵阳北站,筑·Mini精致房（一次性面巾+高速独立wifi+独立卫浴）,好,4.6,"2,590",环境舒适，空调给力，床垫舒服,https://dimg04.c-ctrip.com/images/0201i1200095ypunf2D0F_R_600_600_R5_D.jpg_.webp
桔子酒店(安顺黄果树景区龙宫路店),285,黄果树旅游区新城徐霞客路与龙宫路交叉路口,镇宁 · 黄果树,大床房（小冰箱+65寸电视投屏）,棒,4.8,281,停车方便快捷，设施设备齐全完善,https://dimg04.c-ctrip.com/images/0202412000hi4zwgm26FF_R_600_600_R5_D.jpg_.webp
半山酒店(安顺黄果树大街好吃街店),263,黄果树大街中段桂龙国际,安顺 · 安顺古城历史文化街区/顾府街,山景双床房,很好,4.7,"4,648",观城市景观，品悠闲下午茶和暖心夜宵,https://dimg04.c-ctrip.com/images/200614000000wrhv23ACA_R_600_600_R5_D.jpg_.webp
黄果树富丽达酒店,155,黄果树格凸河路1号,镇宁 · 黄果树,北欧风特价迷你大床房,很好,4.7,"4,167",位置很方便，早餐非常丰富和美味,https://dimg04.c-ctrip.com/images/0200x1200083c25cu6AB1_R_600_600_R5_D.jpg_.webp
村上见全景民宿(西江一号风雨桥店),288,平寨村西江千户苗寨一号风雨桥东南100米,雷山,雅居·迷你双床房,棒,4.8,5,,https://dimg04.c-ctrip.com/images/0203012000kvjiersED41_R_600_600_R5_D.jpg_.webp
江口贵居瑞森大酒店(梵净山公园店),138,九龙路梵景铭苑西北侧160米,江口 · 江口县城,梵韵 I 特价双床房（叠嶂山景+安心睡眠）,棒,4.8,547,服务热情，停车方便，房间干净整洁,https://dimg04.c-ctrip.com/images/1mc2x12000cya900v404D_R_600_600_R5_D.jpg_.webp
暮野山川宿(小七孔景区东门售票大厅店),339,瑶山乡高桥村梦柳布依风情小镇46号楼二单元,荔波 · 小七孔东门/大七孔,晨曦丨榻榻米大床房+小度智能语音+LED紫外线杀菌除螨,超棒,5.0,8,,https://dimg04.c-ctrip.com/images/1mc5812000ky6x3zr7639_R_600_600_R5_D.jpg_.webp
TOWO上品国际酒店(贵阳世纪城购物中心店),224,北京西路518号,贵阳 · 世纪城/地质博物馆,舒适双床房,很好,4.7,"3,216",早餐丰富好吃，一次特别满意的入住,https://dimg04.c-ctrip.com/images/0206t12000gk6ol2l63E8_R_600_600_R5_D.jpg_.webp
PEARLMESSI·铂迩美思酒店(遵义会址捞沙巷店),210,民主路老城新街A3栋,遵义 · 遵义会议会址,彩蛋大床房,棒,4.8,655,私享露天花园，欣赏会址夜景,https://dimg04.c-ctrip.com/images/0205v12000fhod896A271_R_600_600_R5_D.jpg_.webp
壹柏·悦美酒店(安顺顾府街南马广场店),138,西航路40号,安顺 · 安顺古城历史文化街区/顾府街,安睡城景双床房（全屋声控+电动遮光窗帘+投屏电视）,很好,4.7,"2,226",早餐丰富，床垫舒适，干净卫生,https://dimg04.c-ctrip.com/images/1mc2312000ifzrl7h801C_R_600_600_R5_D.jpg_.webp
仁怀戴斯酒店,388,盐津街道国酒新城大道西侧B8-1,仁怀 · 仁怀市政府/超一时代广场,商务大床房,棒,4.8,"1,644",元气早餐 海鲜自助 天空酒吧,https://dimg04.c-ctrip.com/images/0201r120009mg68uc120C_R_600_600_R5_D.jpg_.webp
久龙壹品酒店(铜仁古城店),172,天都锦绣天地1期21栋1层商铺,铜仁 · 市中心,智能-商务大床房【智能客控+乳胶床垫+轻奢床品+深睡记忆枕】,棒,4.8,816,古城旁全智能酒店，享24h管家服务,https://dimg04.c-ctrip.com/images/1mc3y12000dzam0nw2581_R_600_600_R5_D.jpg_.webp
遵义帝景酒店(遵义会址店),298,中华北路6号,遵义 · 遵义会议会址,高级大床房,棒,4.8,"5,601",打卡遵哈顿地标，俯瞰全城景色,https://dimg04.c-ctrip.com/images/02046120009ehf9vs8B03_R_600_600_R5_D.jpg_.webp
遵义凤凰大酒店(国贸购物中心店),347,上海路凤岭庄园旁,遵义 · 遵义会议会址,Smile·城景双床房,棒,4.8,"5,782",尊享宵夜，洗衣，洗车暖心服务,https://dimg04.c-ctrip.com/images/02059120009ortc7u273D_R_600_600_R5_D.jpg_.webp
湘约小七孔酒店(荔波小七孔景区东门店),278,瑶山瑶族乡高桥村梦柳布依风情小镇13栋1-2单元,荔波 · 小七孔东门/大七孔,眺山景·高级大床房&智能马桶,棒,4.8,970,小七孔东门推窗享360°山景,https://dimg04.c-ctrip.com/images/0206u12000bc2vt839EBF_R_600_600_R5_D.jpg_.webp
BEN·本酒店(遵义汇川区苏州路店),229,上海路时代星城小区10-6号楼,遵义 · 苏州路/时代天街,竹篱大床房│55寸电视投屏+丝涟床垫,棒,4.8,"2,061",融入在地文化打造的高颜值酒店,https://dimg04.c-ctrip.com/images/1mc4n12000gr3qyut317F_R_600_600_R5_D.jpg_.webp
安顺万绿城铂瑞兹酒店,318,凤缘路2号,安顺 · 安顺古城历史文化街区/顾府街,铂雅双床房,好,4.6,"1,558",全景落地窗，俯瞰黔中美景,https://dimg04.c-ctrip.com/images/1mc6212000crdpsrz74FC_R_600_600_R5_D.jpg_.webp
黄果树黔逸游·轻享酒店,168,迎宾大道黄果树派出所东南450米,镇宁 · 黄果树,樱落·双床房【智能客控•记忆枕】,超棒,5.0,9,环境优雅，装修精致,https://dimg04.c-ctrip.com/images/1mc2f12000kx7n7de4A82_R_600_600_R5_D.jpg_.webp
桔子酒店(安顺黄果树景区龙宫路店),285,黄果树旅游区新城徐霞客路与龙宫路交叉路口,镇宁 · 黄果树,大床房（小冰箱+65寸电视投屏）,棒,4.8,281,停车方便快捷，设施设备齐全完善,https://dimg04.c-ctrip.com/images/0202412000hi4zwgm26FF_R_600_600_R5_D.jpg_.webp
贵州文旅嘉途酒店,262,北京东路16号,凯里 · 市区,豪华双床房,很好,4.7,"1,705",苗侗特色宴，近西江苗寨·村T·村超,https://dimg04.c-ctrip.com/images/1mc5u12000di16mbnC540_R_600_600_R5_D.jpg_.webp
都匀星月湾酒店,265,文峰街道云鹤路46号蓝波湾购物广场2栋1层,都匀 · 都匀市区,商务双床房,好,4.6,"1,653",落地窗外风景非常漂亮,https://dimg04.c-ctrip.com/images/1mc6z12000gizuhs385CA_R_600_600_R5_D.jpg_.webp
贵阳禾润馨酒店,61,阳关大道北大资源梦想城6号地块一号楼8楼,贵阳 · 贵阳北站,筑·Mini精致房（一次性面巾+高速独立wifi+独立卫浴）,好,4.6,"2,590",环境舒适，空调给力，床垫舒服,https://dimg04.c-ctrip.com/images/0201i1200095ypunf2D0F_R_600_600_R5_D.jpg_.webp
半山酒店(安顺黄果树大街好吃街店),263,黄果树大街中段桂龙国际,安顺 · 安顺古城历史文化街区/顾府街,山景双床房,很好,4.7,"4,648",观城市景观，品悠闲下午茶和暖心夜宵,https://dimg04.c-ctrip.com/images/200614000000wrhv23ACA_R_600_600_R5_D.jpg_.webp
黄果树富丽达酒店,155,黄果树格凸河路1号,镇宁 · 黄果树,北欧风特价迷你大床房,很好,4.7,"4,167",位置很方便，早餐非常丰富和美味,https://dimg04.c-ctrip.com/images/0200x1200083c25cu6AB1_R_600_600_R5_D.jpg_.webp
村上见全景民宿(西江一号风雨桥店),288,平寨村西江千户苗寨一号风雨桥东南100米,雷山,雅居·迷你双床房,棒,4.8,5,,https://dimg04.c-ctrip.com/images/0203012000kvjiersED41_R_600_600_R5_D.jpg_.webp
PEARLMESSI·铂迩美思酒店(遵义会址捞沙巷店),210,民主路老城新街A3栋,遵义 · 遵义会议会址,彩蛋大床房,棒,4.8,655,私享露天花园，欣赏会址夜景,https://dimg04.c-ctrip.com/images/0205v12000fhod896A271_R_600_600_R5_D.jpg_.webp
江口贵居瑞森大酒店(梵净山公园店),138,九龙路梵景铭苑西北侧160米,江口 · 江口县城,梵韵 I 特价双床房（叠嶂山景+安心睡眠）,棒,4.8,547,服务热情，停车方便，房间干净整洁,https://dimg04.c-ctrip.com/images/1mc2x12000cya900v404D_R_600_600_R5_D.jpg_.webp
暮野山川宿(小七孔景区东门售票大厅店),339,瑶山乡高桥村梦柳布依风情小镇46号楼二单元,荔波 · 小七孔东门/大七孔,晨曦丨榻榻米大床房+小度智能语音+LED紫外线杀菌除螨,超棒,5.0,8,,https://dimg04.c-ctrip.com/images/1mc5812000ky6x3zr7639_R_600_600_R5_D.jpg_.webp
TOWO上品国际酒店(贵阳世纪城购物中心店),224,北京西路518号,贵阳 · 世纪城/地质博物馆,舒适双床房,很好,4.7,"3,216",早餐丰富好吃，一次特别满意的入住,https://dimg04.c-ctrip.com/images/0206t12000gk6ol2l63E8_R_600_600_R5_D.jpg_.webp
壹柏·悦美酒店(安顺顾府街南马广场店),138,西航路40号,安顺 · 安顺古城历史文化街区/顾府街,安睡城景双床房（全屋声控+电动遮光窗帘+投屏电视）,很好,4.7,"2,226",早餐丰富，床垫舒适，干净卫生,https://dimg04.c-ctrip.com/images/1mc2312000ifzrl7h801C_R_600_600_R5_D.jpg_.webp
仁怀戴斯酒店,388,盐津街道国酒新城大道西侧B8-1,仁怀 · 仁怀市政府/超一时代广场,商务大床房,棒,4.8,"1,644",元气早餐 海鲜自助 天空酒吧,https://dimg04.c-ctrip.com/images/0201r120009mg68uc120C_R_600_600_R5_D.jpg_.webp
黄果树沐澜·HOTEL酒店,200,黄果树镇黄果树旅游区博园路与迎宾大道交汇处东北约300米,镇宁 · 黄果树,月涧·零压双床房,超棒,4.9,44,全景落地窗，观山景览喀斯特地貌。,https://dimg04.c-ctrip.com/images/1mc5x12000kjbqgib17E9_R_600_600_R5_D.jpg_.webp
久龙壹品酒店(铜仁古城店),172,天都锦绣天地1期21栋1层商铺,铜仁 · 市中心,智能-商务大床房【智能客控+乳胶床垫+轻奢床品+深睡记忆枕】,棒,4.8,816,古城旁全智能酒店，享24h管家服务,https://dimg04.c-ctrip.com/images/1mc3y12000dzam0nw2581_R_600_600_R5_D.jpg_.webp
遵义帝景酒店(遵义会址店),298,中华北路6号,遵义 · 遵义会议会址,高级大床房,棒,4.8,"5,601",打卡遵哈顿地标，俯瞰全城景色,https://dimg04.c-ctrip.com/images/02046120009ehf9vs8B03_R_600_600_R5_D.jpg_.webp
遵义凤凰大酒店(国贸购物中心店),347,上海路凤岭庄园旁,遵义 · 遵义会议会址,Smile·城景双床房,棒,4.8,"5,782",尊享宵夜，洗衣，洗车暖心服务,https://dimg04.c-ctrip.com/images/02059120009ortc7u273D_R_600_600_R5_D.jpg_.webp
安顺万绿城铂瑞兹酒店,318,凤缘路2号,安顺 · 安顺古城历史文化街区/顾府街,铂雅双床房,好,4.6,"1,558",全景落地窗，俯瞰黔中美景,https://dimg04.c-ctrip.com/images/1mc6212000crdpsrz74FC_R_600_600_R5_D.jpg_.webp
贵阳顾奈城市轻奢酒店(观山湖会展城金融城店),243,金融城E区派公寓D座13楼,贵阳 · 会展城,顾享·城景大床房『智能客控+零压深睡』,棒,4.8,"6,619",早午餐至12点 畅享现磨星巴克咖啡,https://dimg04.c-ctrip.com/images/1mc3012000j5jl6tnA0EB_R_600_600_R5_D.jpg_.webp
黄果树黔逸游·轻享酒店,168,迎宾大道黄果树派出所东南450米,镇宁 · 黄果树,樱落·双床房【智能客控•记忆枕】,超棒,5.0,9,环境优雅，装修精致,https://dimg04.c-ctrip.com/images/1mc2f12000kx7n7de4A82_R_600_600_R5_D.jpg_.webp
贵州文旅嘉途酒店,262,北京东路16号,凯里 · 市区,豪华双床房,很好,4.7,"1,705",苗侗特色宴，近西江苗寨·村T·村超,https://dimg04.c-ctrip.com/images/1mc5u12000di16mbnC540_R_600_600_R5_D.jpg_.webp
都匀星月湾酒店,265,文峰街道云鹤路46号蓝波湾购物广场2栋1层,都匀 · 都匀市区,商务双床房,好,4.6,"1,653",落地窗外风景非常漂亮,https://dimg04.c-ctrip.com/images/1mc6z12000gizuhs385CA_R_600_600_R5_D.jpg_.webp
